customer_id,helpful_votes,marketplace,product_category,product_id,product_parent,product_title,review_body,review_date,review_headline,review_id,star_rating,total_votes,verified_purchase,vine
40153152,0,US,Baby,B005YT9Q48,808441948,"natursutten bpa free natural rubber pacifier, butterfly shield, orthodontic nipple",safe and my grandson loves it.,8/18/2015,Five Stars,R1XU1LOMQP88ET,5,0,Y,N
12109069,0,US,Baby,B0081ZOV06,473538559,"philips aventbpa free soothie pacifier, 3+ months, green, 2 count",only ones my son will use,8/18/2015,A must have,R3NPABXE2LY95A,5,0,Y,N
45198305,0,US,Baby,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",These are the only binky my newborn will take and work like a charm!,8/18/2015,Five Stars,R2XX7A3Q3XJER5,5,0,N,N
37272841,0,US,Baby,B0028H3ACS,380619977,wubbanub tabby kitten pacifier,My niece really liked this one.,8/18/2015,Five Stars,R29XDWJQ3P2I0E,5,0,Y,N
43605694,0,US,Baby,B008K0S1RQ,586745626,ulubulu expression pacifier set,Great pacifier! My son only used this brand -and not to mention they give personality !,8/18/2015,... this on shark tank and thought it was a good idea. Awesome concept,R37650H6KT5H7E,5,0,Y,N
13642616,0,US,Baby,B008WHQE08,905342430,pullypalz - the interactive pacifier toy,Saw this on shark tank and thought it was a good idea.  Awesome concept!,8/18/2015,Three Stars,R2XRB5639QYMNB,5,0,Y,N
11368672,0,US,Baby,B0057EEC44,589029650,"philips avent bpa free nighttime infant pacifier, 0-6 months, 2-count",Doesn't glow long at all.,8/18/2015,Five Stars,R2Y4P4TS98DAPY,3,0,Y,N
29689937,0,US,Baby,B003LVXSQ8,717616351,ecopiggy rounded natural pacifier (1pk),The best nubby...hands down!!,8/18/2015,Five Stars,R1O9T1K8IYN5Q9,5,0,Y,N
23984561,0,US,Baby,B00DYOQMF6,892018890,"mam night orthodontic pacifier, boy, 0-6 plus months, 2-count",Seriously bright glow in the dark so you can find them middle of the night.,8/17/2015,Five Stars,R149FIQTT4UEI2,5,0,Y,N
8709176,0,US,Baby,B00BI2V7JW,515907812,nuby paci cradle pacifier box,Just what I needed!,8/17/2015,Kids love this thing,R1N7EF72A6DM0W,5,0,Y,N
24108172,0,US,Baby,B0028H3ACS,380619977,wubbanub tabby kitten pacifier,Well loved and a favorite- it finally broke after a solid year and a half of use.,8/17/2015,Baby does not like,R3FR7WC1G37EYE,4,0,Y,N
36188399,0,US,Baby,B0081ZOV06,473538559,"philips aventbpa free soothie pacifier, 3+ months, green, 2 count","My baby loved the 0-3 month Soothies, but she won't take these. =(",8/17/2015,Five Stars,R1NSMQ5JU6W4W5,3,0,Y,N
5576325,0,US,Baby,B00793CZAE,572944212,"mary meyer wubbanub plush pacifier, lamb",So cute!,8/17/2015,Five Stars,RSAFMF30EFKM0,5,0,Y,N
21570065,0,US,Baby,B00AJF7R3E,816941808,"wubbanub pacifier, levi lion",So cute,8/17/2015,Not choking on my watch!,RQJIDW26VOJIQ,5,0,Y,N
16331625,0,US,Baby,B00O2KV5E4,478654663,wubbanub infant pacifier - reindeer,Perfect for Baby. I don't have to worry about him swallowing the soothie.,8/17/2015,Not the adds design!!,R30BWUNE320GF6,5,0,Y,N
1683901,6,US,Baby,B000YDFOPE,381226741,philips avent bpa free contemporary freeflow pacifier,I did received a different Design so I decided to remove the paci to my boy,8/17/2015,Three Stars,R1DVI494ZWEMK1,3,6,Y,N
42234450,0,US,Baby,B0057EEC3A,218530709,"philips avent translucent orthodontic infant pacifier, 0-6 months",impossible to find if dropped or set down.,8/17/2015,Five Stars,R10KA44L8SB59A,3,1,Y,N
48196136,0,US,Baby,B00UH2XBOS,708518599,mustache pacifier,Super cute. Fast shipping. great price. A+++,8/17/2015,Five Stars,R1GRT261B5Q5KK,5,0,Y,N
19752243,0,US,Baby,B00PKN79A6,572944212,mary meyer little nuzzles kitty wubbanub w attached soothie pacifier,Loved it!,8/17/2015,Four Stars,RY8WVLR81BMM4,5,0,Y,N
26623043,0,US,Baby,B0081ZOV06,473538559,"philips aventbpa free soothie pacifier, 3+ months, green, 2 count",just another baby gift,8/16/2015,Five Stars,R19RCA7LH3DSF8,4,0,Y,N
3109232,0,US,Baby,B00LCYTGQ2,277493012,munchkin latch lightweight pacifier,My grandaughters favorite binkys.,8/16/2015,Just ok.,R3GX1I6WBEUDMN,5,0,Y,N
15622299,0,US,Baby,B00LCYTGQC,277493012,munchkin latch lightweight pacifier,"These are cute, but my baby just didn't take to them.",8/16/2015,Five Stars,R1FBW7UO8LH04J,3,0,Y,N
42826998,0,US,Baby,B001L2SA3A,364133280,philips avent bpa free night time pacifier,Avent does not have many graphic choices when it comes to pacifiers. these are cute and do glow,8/16/2015,Five Stars,R2W3RWKE5AP90R,5,0,Y,N
41282791,1,US,Baby,B00PF841EI,63717066,philips avent bpa free freeflow pacifier,excelente producto,8/16/2015,Five Stars,R61OIRB78M7OW,5,1,Y,N
11634887,0,US,Baby,B00EAJ8G9Y,874164482,baby fanatic pacifiers,A little pricey but well worth it!,8/15/2015,she liked the gift,R2WPQQNPXZRVDO,5,0,Y,N
20493746,0,us,baby,b0028h3acs,380619977,wubbanub tabby kitten pacifier,a shower gift that was requested by the mom to be.  it is cute! she liked the gift.,8/15/2015,Five Stars,rhw33rlfqf74g,5,0,y,n
27697264,0,US,Baby,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Cute monkey,8/15/2015,Five Stars,R3J4GQDWRSATK6,5,0,N,N
311438,0,US,Baby,B0031VLRYI,572944212,wubbanub soft toy and pacifier,"Love it, so cute",8/15/2015,Five Stars,R1XHSO1BYU7EAZ,5,0,Y,N
13017678,0,US,Baby,B00GT5Y4GQ,868139394,"wubbanub limited edition infant pacifier, cow","Great product for babies, particularly those who need a pacifier, but haven't mastered keeping it in their mouthes yet.",8/15/2015,My baby never liked them and I don't blame him,RCSXFT6RP2WJG,5,0,Y,N
15943263,0,US,Baby,B00LCYTGQC,277493012,munchkin latch lightweight pacifier,These were such a weird shape. My baby never liked them and I don't blame him.,8/14/2015,Five Stars,R2VNJYJ2ING6DK,1,0,Y,N
46734038,0,US,Baby,B006SJUH3W,467792741,nuk orthodontic sports pacifiers- 18-36 months (size 3),Love the sports design. Very durable and strong for children who are teething.,8/14/2015,"Not only do they look amazing, but they are also his favorite pacifiers",RAP57BOKBA5HS,5,0,Y,N
48675919,0,US,Baby,B00URNO4GG,704366834,"mustache pacifier for baby boys 6-12 months (2pcs), dlux products baby funny gentleman appease & control your child- made of bpa-free, odorless & 100% food-grade silicone according to en 1400 & us cpsc standards - makes ideal gift!","Bought these for my grandson. Not only do they look amazing, but they are also his favorite pacifiers!",8/14/2015,My son didn't like these pacis but I did,RHF6LHG8EBLUH,5,0,Y,N
15943263,0,US,Baby,B00BIFAER0,955350284,dr. brown's prevent classic pacifier,My son didn't like these pacis but I did. The shape is great and the little handle is very handy,8/14/2015,Adorable!,R3SHSJ9378AEQ7,3,0,Y,N
12643990,0,US,Baby,B000PC5KNA,311600177,razbaby keep-it-kleen pacifier,Very cute and worth the purchase!,8/14/2015,Lifesavers,RAQWMDZTMXBN7,5,0,Y,N
45464820,0,US,Baby,B0081ZOV06,473538559,"philips aventbpa free soothie pacifier, 3+ months, green, 2 count",I like this product.  It really does soothe.,8/14/2015,Five Stars,R23NTHCL6DA7XL,5,0,Y,N
52136579,0,US,Baby,B00AHO43BG,667171015,fctry - baby pacifiers,so cute,8/13/2015,Five Stars,R1A97S7ANH0QGN,5,0,Y,N
37489698,0,US,Baby,B00I90HUQ0,935524314,"mary meyer wubbanub plush pacifier, monkey",Baby loved it,8/13/2015,Five Stars,R143I8PT9UZE8V,5,0,Y,N
41509700,0,US,Baby,B00DYOQMF6,892018890,"mam night orthodontic pacifier, boy, 0-6 plus months, 2-count",Quite possibly the world's most perfect paci!,8/13/2015,Five Stars,RU703Y6BZRXBD,5,0,Y,N
9919009,0,us,Baby,b003hmsk3m,235815974,2-1/2 clear pink acrylic baby pacifier shower favor 36-pcs.,Nicely packaged and no pacifier missing.,8/13/2015,Four Stars,rejc47q873yfn,5,0,Y,N
37369274,0,US,Baby,B0057EEC44,589029650,"philips avent bpa free nighttime infant pacifier, 0-6 months, 2-count",2nd favorite after mam.,8/13/2015,Five Stars,RH5PMMGMXCUO,4,0,Y,N
43163782,1,US,Baby,B002DLXV1Y,429084754,"2 pack natursutten bpa-free natural rubber pacifier,rounded nipple",This is the only &#34;cork&#34; that my baby will accept,8/13/2015,It is very Little.,RINA75IQG4ZQG,5,1,Y,N
47306129,0,US,Baby,B0081ZOV06,473538559,"philips aventbpa free soothie pacifier, 3+ months, green, 2 count",It is very Little.,8/13/2015,Three Stars,RMAT8G9GEYIZE,4,0,Y,N
37369274,0,US,Baby,B00I0M8QTW,339747365,"tommee tippee night pacifier, 2 count",Mouth guard a little large.,8/13/2015,my son doesn't like them.,R24IZA70V6QE4T,3,0,Y,N
37369274,0,US,Baby,B0096PDWN2,524435438,"born free bpa-free bliss natural shape pacifier, neutral, 0-6m","Too heavy, my son doesn't like them.",8/13/2015,Great product,R3GZ6Z3OI9F8GN,2,0,Y,N
12926588,0,US,Baby,B00DYOQMC4,389385184,"mam air orthodontic pacifier, girl, 6+ months, 2-count",I love these pacifiers. Their open air design doesn't leave a rash on my daughter's sensitive skin.,8/12/2015,Three Stars,R3Q7UX32O94W9I,5,0,Y,N
49960144,0,US,Baby,B007GUI0CM,417797815,"philips avent soothie pacifier, 0-3 months, 6 pack",they dont have a hole for the strap,8/11/2015,Ice Breaker!,R1CK430MSOULN4,3,0,Y,N
7783199,0,US,Baby,B007MS8PBO,664402451,beardo beermo bottle & pacifier mustaches,These are too funny.  Great ice breaker at a bar!,8/11/2015,love it!,R2411A5KGDBDSJ,5,0,Y,N
2146718,0,US,Baby,B004RFI8OO,426289853,"mam feed & soothe bottle & pacifier gift set, girl,  0+ months, 6-count",great set!,8/11/2015,3 mo old loves these!! We have 3.,RA1JZ2V7PGG5H,5,0,Y,N
23963989,5,US,Baby,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Daughter loves these! She can hang onto it at 3 mo. Doesn't spit it out as easily.,8/11/2015,Five Stars,R197FO0RGOQNHO,5,5,Y,N
26373432,0,US,Baby,B003PCYMP4,911821018,wubbanub lamb infant pacifier,Love it!!! A favorite in our house!!,8/11/2015,Five Stars,R2SVQRY5SORYTL,5,0,Y,N
944838,0,US,Baby,B00264YZNG,432096885,personalized pacifiers pacifier,Got what I wanted,8/11/2015,Four Stars,R1HK8JFZWZRRAN,5,0,Y,N
17196397,1,US,Baby,B001KK6I8M,396695183,wubbanub infant pacifier - red dog,"Awesome quality, baby loves it, the pacifier has not come off in 8 months.",8/11/2015,Five Stars,RSPGIOT7L7NGP,4,1,Y,N
27062588,0,US,Baby,B008BK7P4A,387353699,billy bob pacifier,Exactly what I expected,8/11/2015,Five Stars,RCRFOM2V6S8NI,5,1,Y,N
7622047,0,US,Baby,B000AKB4IM,295960359,the original billy-bob teeth two front teeth pacifier,excelente,8/10/2015,Cutest thing ever- I die when I see my son ...,R390UOC8YT8VAT,5,0,Y,N
24391829,0,US,Baby,B00UH2XBOS,708518599,mustache pacifier,Cutest thing ever- I die when I see my son using this pacifier. Stays in mouth and cleans well.,8/10/2015,its her favorite one! it s nice size for her mouth ...,R17JQIGBPUE27J,5,0,Y,N
41973218,0,US,Baby,B00264YZNG,432096885,personalized pacifiers pacifier,my dautgher loves it ! its her favorite one! it s nice size for her mouth too!,8/10/2015,Five Stars,R26XFG8COBT989,5,0,Y,N
381436,0,US,Baby,B00IT2QDCU,874164482,baby fanatic pacifiers,"Thank you my new,grandson loves them thanks",8/10/2015,love Mam,RIQQ9UHMS5WLQ,5,0,Y,N
557201,0,US,Baby,B004RFI8OO,426289853,"mam feed & soothe bottle & pacifier gift set, girl,  0+ months, 6-count",Baby and I are very happy with the Mam bottles and pacifiers!!!!,8/10/2015,Adorable and helpful,R3LCJMAWNVEO8M,5,0,Y,N
16574160,0,US,Baby,B0031VLRYI,572944212,wubbanub soft toy and pacifier,Excellent!! Bink never hits the ground!!,8/10/2015,,RT0N21DSHAMK6,5,0,Y,N
