,Unnamed: 0,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,score
717,717,US,48687703,R1SW10SZ8UM5MG,B005JA0AII,155528792,ge cvm1790ssss cafe 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,1,24,25,N,N,GE should be embarrassed.,"In all seriousness... shame on you GE.<br />I purchased this microwave a little more than a year ago. And of course it is now out of warrantee. And thus falling apart... LITERALLY!<br />The &#34;metal&#34; handle is not actually metal, it is cheap plastic with metallic-looking tape on it. And the tape is peeling off. When i called GE they said &#34;it's probably due to the heat from the stove below.&#34; I told them, &#34;It's an over-the-range microwave!!! It should not fall apart because of heat.&#34; To which they replied, &#34;Sorry. New handle is $100 bucks plus another $100 for someone to come out and install it.&#34;<br />I wish I could post a picture of the defective part here but the site doesn't allow me.<br />After a lifetime of thinking GE was the go-to brand for good quality products... this microwave will be the last GE appliance i ever buy.",9/8/2014,48.0
726,726,US,23277043,R1SK73HDWIV2ZJ,B00EU7AMX4,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,1,14,20,N,Y,We installed this microwave three months ago and it was ...,"We installed this microwave three months ago and it was working well until several days ago when we set the convection bake to heat at 375 degrees and after 15 minutes the device completely shutdown.  It has completely died.  I set up an evaluation and repair with GE (between 8 - 12 am) and by 11 30 am, they still hadn't showed up and I needed to leave for the office.  BTW, I had a similar experience when I scheduled a repair for my GE washer.  I will never by GE again!  After 3 months, to have problems with a brand new appliance is unacceptable.",9/3/2014,70.0
733,733,US,15652690,R14KLU6IY5CNTL,B001QFYDSI,295520151,sharp microwave drawer oven,Major Appliances,1,11,13,N,Y,DO NOT BUY,"SO DISAPPOINTED!! Bought this July 2013 and our kitchen was not ready yet, so we didn't put it in until a few months ago and it worked fine- we probably used it only couple dozen times and my husband went to warm up our daughters food Wednesday and NOTHING! Completely &#34;dead&#34;! Will not turn on, no buttons works, etc.<br /><br />This is extremely disappointing and our warranty was up July 2014!!<br /><br />This is why you do not spend $800 on a microwave and I will NEVER purchase a SHARP product ever again!!!!!!<br /><br />Totally sad and disappointed.",8/29/2014,84.61538461538461
755,755,US,32764183,R1C0VG5UIYP8UX,B0073YCGK8,542519500,"whirlpool wmh31017fs 1.7 cu. ft. over-the-range, combination microwave oven, stainless steel, 1000 watt",Major Appliances,1,10,12,N,Y,WORST appliance I have EVER owned.,"Never worked well, intermittently stops working - then starts again.  I would have returned this in the first WEEK, but once this monster is hung on the wall, and it's made its first bag of popcorn, who keeps the shipping box??  It finally died after the fan would not turn off, now it's completely inert.  The only bright side is it will fit in my community's GARBAGE CANS.  This unit has been a frustration since installation.",8/14/2014,83.33333333333331
814,814,US,14462306,R1Y8UV8AFJLV2S,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,12,16,N,Y,Burned out in less than 30 minutes of use,"I purchased this item brand new. I used it only a few times in a period on less than 2 months. It failed in less than 30 minutes of use. Amazon's return policy doesn't cover this item, and nobody keeps the product box so the manufacturer warranty may be worthless (more in shipping than product is worth). Do not buy this item.",6/30/2014,75.0
834,834,US,31981898,R2R6UIGATHKEK6,B008F07MPS,168181302,whirlpool wmc30516as 1.6 cu. ft. stainless steel countertop microwave,Major Appliances,2,21,23,N,N,Wish we had researched better,"We purchased this microwave about two years ago. The microwave cooks well but often makes microwave safe dishes too hot to remove from the oven without an oven mitt. We have never had that problem with other microwaves. The alarm settings can't be changed and we found it annoying to hear the microwave beep five times every time it was finished. Unfortunately, it has already died a painful death and must be replaced. We wish we had better researched microwaves before purchasing this microwave.",6/11/2014,45.65217391304348
840,840,US,11801233,R159CDY3VD5V1U,B001QFYDQK,295520151,sharp microwave drawer oven,Major Appliances,1,15,18,N,Y,Quit Working After 2 1/2 Years of Use...,"We really enjoyed using this microwave while it lasted; however, after 2 1/2 years of use it just stopped working one day. We chose this drawer-type microwave because we wanted to &#34;hide&#34; our microwave in our island for aesthetic purposes, and for this reason, were willing to pay more for it.  If I could do it again, I would definitely have splurged for one of the more expensive drawer microwaves that are available from manufacturers other than Sharp.  Yes, Sharp makes the cheapest version of this type of microwave, but we learned the hard way that you get what you pay for.",6/6/2014,83.33333333333331
845,845,US,25120207,R181310HTR4STE,B00EU7AMX4,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,5,19,22,N,Y,GE over the range Microwave / Connvection Oven,"It works well. Does everything I bought it for. Easy to set  and operate. Does take a while to warm up for baking, but operating on 110v it is to be expected",6/5/2014,86.36363636363636
846,846,US,49620716,R3N37YBDQH40GD,B00EU7AMX4,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,2,50,56,N,N,Okay replacement for an older GE Profile OTR Microwave/Convection,"Very easy install to replace our 2001 version of this unit. Able to retain the old mounting plate, plus all hanging screws, rear vent, and power cord lined up perfectly. A 10-minute change out of the old unit and install this unit. Some features updated/improved over the past thirteen years. Only obvious design flaw is the faint grey almost-invisible text on every control panel button, especially the Start/Pause and Cook Time buttons. In its infinite wisdom, GE placed these two major buttons directly below the huge control panel knob, so they're always in shadow because no overhead light shines on them. Would have made more sense to print the text in bright-white like GE did on our Profile slide-in range, or maybe even back-light the buttons. The old unit had a design flaw where the door's handle lower fastener broke off all the time requiring a service call and part replacement. This one has a stronger handle, but the buttons are very hard to see. If we had it to do over again, we'd choose a different model/brand.",6/5/2014,44.64285714285715
850,850,US,50932165,RQ94BL1Q67FWI,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,11,16,N,Y,This microwave died after 4 uses,"I *hope* I sent in my warranty card!  I am calling the company today to request a refund.  I have not liked this microwave at all, and now it suddenly died.  I definitely want my money back.<br /><br />Edited:<br />I called the company and they told me to call Amazon.  I called Amazon and they issued a full refund.<br /><br />I do not recommend this microwave.  It is so flimsy that I had to hold it still with one hand in order to push buttons with the other.  Otherwise, it would slide across the counter.",6/2/2014,68.75
863,863,US,21430199,R2A44J4L9Y2NQ2,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,134,147,N,Y,Good Buy,"So, I needed a basic microwave, nothing fancy. Let's face it, no kitchen can function can live with out one. Don't know how the settlers survived lol. Anyway, it arrived in about a week in perfect condition. And far exceeded my expectations. It looks just like the pic and even displays the time, and has a timer. It cooks very well also. Over all yes, buy it, you won't be disappointed.",5/23/2014,91.156462585034
893,893,US,47717440,R22R0UEDVGUFO5,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,96,111,N,Y,Great little microwave,"We needed a small microwave to fit in our newly refurbished 1995 VW Eurovan camper, and this one is perfect. It fits inside an existing cupboard. I had been researching small microwaves for a couple of months and noticed that most of them only had a light on when the microwave was in use, but not when the door is opened. This one lights when the door is opened which was important to us since it's in a small space rather than a brightly lit kitchen. Some reviewers complained that the glass plate didn't seem to fit or stay on the turntable mechanism. Despite this microwave being a different brand that the two we have at home, the turntable mechanism is the same, and it only fits together in one specific position. When it's properly aligned it pops into place and is very stable.",4/12/2014,86.4864864864865
895,895,US,49830312,RJ4RVIO6H4LD7,B002I9QFNC,838179571,hmv3051u 300 series 1.6 cu. ft. over-the range microwave oven with 1000 watts 10 microwave power levels automatic shut off and lcd display: stainless,Major Appliances,2,10,10,N,N,Handle Broke off after a year,"We bought this microwave because it was small and fit our space well, but after owning just a little bit more than a year, the plastic handle broke off at the bottom. Perhaps the glue melted over time? Regardless, we are not happy.  It's cheap.",4/11/2014,50.0
898,898,US,17907375,R1LYNXQZTZTT4X,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,17,19,N,Y,Good product for the price,We use these in our break rooms where they get conciderably more than use than they would in a home enviroment. They are a great product for the price we seem to get on average 3 years use out of them. The more expensive ones we tried lasted about the same amount of time.,4/7/2014,89.47368421052632
899,899,US,31892543,RW0AEPAC3XAM4,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,10,12,N,Y,Works Just fine,"If I had read the reviews before purchasing this unit, I probably would not have ordered  it.  After reading the reviews, I was worried that I had made a mistake.  However, I have had it for several weeks now, and it is working just fine.  I gave it 4 stars rather than 5 because the door is a little hard to open.  But for the money, it works quite well.  I'm pretty satisfied with this microwave.",4/6/2014,83.33333333333331
918,918,US,52695202,R2NFVQ5QME7RQT,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,Major Appliances,5,18,18,N,N,Works Great:  Steps I Took to Fix My Microwave,"I wasn't sure what component broke in my microwave - a GE Spacesaver XL1800.  It would actually run, just would not heat the food.<br /><br />From extensive research, I figured out which components, when broken, would allow my microwave to run but just not heat.  The list below is from the most likely to least likely cause of the problem.<br /><br />1. Diode<br />2. Magnetron  [many times #1 & #2 happen together]<br />3. Capacitor<br />4. High Voltage Regulator<br />5. Control circuit board<br /><br />90%+ of the time it is #1 or #2 and most likely both.<br /><br />For me, it was both.<br /><br />When I ordered the above diode I tested it with an Ohm [volt] meter and a 9v batter.  The original had current both ways.  The new one allowed current only one way - that's the correct result.<br /><br />Tests on my old and new magnetrons with the Ohm meter had the same results (no battery needed for this).  Both tests read as a closed circuit (or 0.00 on my Ohm meter).  So I wasn't sure if the original Magnetron was actually broken or not.<br /><br />So to check this, I kept the old Magnetron installed and just installed the new diode (plenty videos on youtube on this).<br /><br />No heat. Problem NOT fixed.<br /><br />So then I replaced the Magnetron and kept the new diode in place. New Magnetron.  New Diode.<br /><br />Success.....my microwave works. Yay!<br /><br />Hope this helps.<br /><br />PS.  I ended up getting the an exact copy of the above Samsung OM75P(10) Magnetron for $52 (total final price)on another site.<br /><br />PSS.  Consider replacing the halogen internal light bulb while you have the microwave apart.",3/20/2014,50.0
919,919,US,52950637,R34IS0PHW3CJND,B0073YCGPI,731025324,whirlpool wmh31017aw microwave,Major Appliances,1,11,14,N,N,Does not fit in my space,"In my kitchen there is a wall directly to the left of the microwave space. The microwave I had before, a GE, worked fine, but the Whirlpool is hinged differently so that there needs to be more clearance to the left. I guess it is expected there are shallow cabinets on each side but in my case there's a wall so since the Whirlpool is hinged so the door requires more clearance, it does not fit. Nowhere in the specifications did I see that it requires more than an inch clearance to the left and cannot be installed with a wall to the left!",3/19/2014,39.285714285714285
928,928,US,23283986,R1D0GYZHUFLTUH,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,95,106,N,Y,College Kid,I bought this microwave for my college dorm room and their isn't a day that goes by that I regret it!<br /><br />This microwave is relatively quiet and very easy to clean. It is also the perfect amount of watts to keep the university off my back!,3/15/2014,89.62264150943396
942,942,US,47340523,RA52BNOP5RSGS,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,345,374,N,Y,Great Space Saver,"I have a small kitchen and my old microwave was a full sized microwave that took up a large amount of cabinet space and seemed out of place because of its size.  Shopped around and found this smaller sized unit but was hesitant because it is 700 watts while my old unit was 1000 watts.  However, I have found that cooking time in this unit is insignificantly longer than the old microwave.  A few second for most things.  I don't actually cook in it but use it for warming left overs or frozen snacks, etc.  For my use it is perfect and it is an attractive addition to my kitchen rather than a huge distraction.  If you need a smaller sized microwave, I highly recommend this one.",3/6/2014,92.24598930481281
954,954,US,34296583,R2CZGB89UBS5ZQ,B003K5FPRU,392967251,"frigidaire ffmv164l 1.6 cubic foot over-the-range microwave with fits-more capacity, 1,550 watts and,",Major Appliances,2,11,12,N,N,An almost immediate regrettable purchase,"I've only had this for less than a month and, full disclosure, I didn't purchase it from Amazon but got the exact same model from Best Buy (I should have read the reviews here first before it was installed!).    The good:  It looks nice; the stainless steel finish must have some kind of coating on it because it's much easier to clean than some of my other steel appliances; the overall size is decent on the inside.  When it's cooking, I have to say this is the quietest microwave I've ever owned.    The not-so-good:  I've never had an over-the-range microwave with the handle on the door before and I hadn't really given that feature much thought before making the purchase.  It looks nice and all, but the handle gets untouchably hot if you're cooking on the stove;  I don't think I'd ever buy another with a handle again because it's kind of a nuisance to have to use an oven mitt to open the microwave (even more of a nuisance if I forget to use a mitt and put my hand on hot stainless steel).  It's very hard to see inside of when food is cooking.  There's one bulb and it's quite dim, plus the door has a screen-printed pattern on it that makes it even harder to see into.  The exhaust fan for the range technically has two settings, but they sound almost identical... and it's VERY loud. If the microwave is running for a long period of time or if it starts getting overheated from the stove below, the fan automatically turns on.  It's a smart feature to prevent it from overheating, but again the fan is super loud, and you can't manually turn it off once it kicks on.    The bad:  Oh. My. God.  The freakin' beeps when it's done cooking are INSANE!  I've never, ever had a microwave that didn't stop beeping upon the door being opened.  Not only does this continue, but the 3 beeps are extremely loud and at least 5-6 seconds long each!  And if you don't open the door in a timely fashion, it doesn't remind you with a gentle, short beep;  instead you get the same 3 ear-shattering YokoOno-screeching beeps every 2 minutes.  I've found that if you hit the stop/cancel button before opening the door, it'll stop the beeping... but again, it's another nuisance that I've never had to deal with in any previous microwaves.    The other bad thing I've found is that the touch pad scratches EXTREMELY easily.  I only use a microfiber cloth on it and it still looks like I went at it with steel wool covered in broken glass.  I tried using a plastic/fiberglass polish and it didn't do a thing.  However, I've found that using granite countertop cleaner/polish at least minimizes the look of the scratches a bit.    Overall, I'd advise people against purchasing this model.  Its negatives outweigh the positives... especially when there are so many other, better choices out there.",2/25/2014,45.83333333333334
967,967,US,31215954,R1P4474IKHU51N,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,61,71,N,Y,Good microwave for small kitchens and as for the price,"The microwave is really OK as for the price; if you don't need to have a 'fancy', big microwave and you use it basically just to warm up dishes - it's perfect!<br />I tried also to thaw meat there or prepare popcorn - it also works well.<br />CONS: a little bit noisy when it's ending preparation; popcorn button doesn't work well - program need to be chosen repeated to make sure popcorn is popped<br />PROS: easy to use; small; built-in kitchen timer; cheap",2/13/2014,85.91549295774648
994,994,US,15335853,RW04SRDCYLZWP,B005OW6RFG,784164614,smh2117s 2.1 cu. ft. over the range microwave with ceramic enamel interior large capacity led cook top light 400 cfm bottom touch control panel auto defrost &amp; in stainless,Major Appliances,1,10,10,N,N,Want to wait 3 weeks or more for your new microwave to be repaired?  Choose this one!,"We initially were happy with our purchase of this microwave, although it did not have the features of the older, more expensive Dacor microwave it replaced.  The size was great, and we liked the easy clean interior.<br /><br />However, six months after it was purchased (right before Christmas), it failed totally - would not power up at all.  I called Samsung customer service, they said a tech would get in touch shortly.  After 3 days a local repair company called to say they only came to our area once a week, so it would be several days before they could stop by.  We're 30 miles from Salt Lake City in Park City, a major resort town with a winter population of 100,000 people, so it's not like we're in the sticks.<br /><br />Nine days after I called, the repair service showed up.  He repaired one part, then stated that the magnetron was damaged, and that he would need to take the microwave to his shop for more diagnosis and repair.  Then he would have to order parts, then he would bring it back when his route brought him to our area again - so, two more weeks at least (assuming Samsung has the parts in stock).  On the way out of the door he banged the microwave into our door frame, putting a major dent in it.<br /><br />I called Samsung customer service again, and stated that I thought three weeks or more was too long to repair the unit.  They blamed the tech for not bringing all the parts he might need (what, a whole microwave?) but refused to offer to even expedite parts to the repair shop to cut a week off the time, let alone discuss any kind of replacement.<br /><br />With a family of 5, we use a microwave multiple times a day.  Samsung should have better quality in the first place.  When they have a failure, they need to have a better repair and support system in place, and if they can't do better than 3 weeks or more to repair an appliance that gets used daily, that's not good enough for me.  Do you need a failure like this right before you have family coming for the holidays? Would you be happy to spend weeks with a giant empty space in your kitchen where your microwave (and oven hood) was?<br /><br />We don't. No more Samsung appliances for us.  And good luck to Samsung in taking on Whirlpool, Bosch, Asko, Panasonic, etc. - the other appliances we have in our house which have worked great with daily use for years.  I'm off to the store for another brand of microwave, look for this one on eBay - still under warranty!<br /><br />By the way, we tried to post a version of this review (edited in accordance with Samsung.com's review guidelines) on Samsung.com, where Samsung supposedly allows customers to rate their products (and this microwave currently has a 4 star review).  We received a notice today that they would not post our review--no rationale, only that it did not meet their standards. BUYER BEWARE!",1/16/2014,50.0
998,998,US,45049226,R17NTD4IO6F622,B00EU7AMX4,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,5,19,21,N,Y,Love it,"This is a great microwave combination convection oven, the knob dial is actually very nice and initially was hesitant about getting it because of that, but now my wife and I truly love it",1/14/2014,90.4761904761905
1012,1012,US,41724295,R2BDGE7CPY0IBD,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,121,133,N,Y,fits the space,"We needed this size and the Danby works.  The controls are a little quirky, you have to put a &#34;0&#34; in front of the timer to set minutes but not all the time...  took some getting used to.  The only real design flaw is that, unlike most microwaves where you push a button and the door pops open, you have to pull the handle on this one.  And the machine is so small and light that you need two hand to open the door or the whole thing moves around and doesn't open.  This can be a pain.  But if you need this size, the cooking is fine.",1/6/2014,90.97744360902256
1066,1066,US,53024372,R90RFAEBC09GX,B0043GDSR4,166483932,ge csa1201rss cafe advantium 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,1,16,22,N,N,Amortizes to $30/month for a dangerous piece of junk that GE will not stand behind,"While searching for others with the same problem we're having I found these reviews: our Advantium died in about 2 1/2 years. We work from home and, one day, smelled smoke that we traced to our Advantium which was turned off and that had been turned off for some time. It was hot to the touch. We unplugged the Advantium and the the smoke smell went away: it had spontaneously turned on and was melting itself down. Plugging it back in turns it on without pressing any buttons. GE says this is not a fire hazard because there are supposed to be safety's to prevent it from burning down the house. I'm not so sure -- their credibility is shot -- but even if there are those safety's are built with the same low quality as the Advantium so cannot be reasonably relied upon. GE says the problem is with the keypad but that there aren't any more keypads to buy, probably because they all fail. The Advantium is a piece of junk. Save yourself money and protect your family from this potential fire hazard: avoid GE appliances.    [Update: after several calls and an eternity on hold GE acknowledged the problem and send a tech with a new Advantium that seems to be working well. I wouldn't buy another -- there are clearly QA issues with the Advantium -- but after lots of time on the phone GE did make this right. I'd still prefer a different manufacturer though and wish I'd bought a different cooker. If you're in the market for a microwave/cooker buy a different one.]",11/19/2013,36.36363636363637
1069,1069,US,21430520,R1HSV04H7WO867,B0073YCGPI,731025324,whirlpool wmh31017aw microwave,Major Appliances,3,15,17,N,N,Lack of operating instructions,"We purchased this model in white last month and just installed it a week ago. Easy to install and looks very nice. The downside with this is there's no operating instructions except for a few basic ones printed on the face of the unit when you open the door, and they are not adequate. I still haven't figured out how to simply thaw a 1/4 cup of frozen blueberries for my cereal in the morning - very frustrating. It DID do a very even job of reheating a casserole, but the lack of a booklet to reference is very disappointing. Once I am able to figure out how it use it more efficiently, I'm sure I will be happier with it.",11/17/2013,44.11764705882353
1096,1096,US,14862626,R1JC5ODZ0ASZMS,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,1,12,14,N,N,DEAD after ony 1.5 yrs of light use,"Very disappointed, because this is the perfectly shaped microwave for our kitchen. But my husband reported a big, scary electrical storm (and bad smell = burning machine?) inside the unit yesterday, along with a weird dark brown spot on the inside of the machine. He was melting butter in a Pyrex bowl. Today, the microwave is headed for appliance recycling.<br /><br />Importantly, we only used the unit at most once or twice per day, to warm or melt things.",10/7/2013,42.857142857142854
1097,1097,US,44096191,R1JONB3N6LXBKA,B007XZ8FNO,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,1,28,35,N,N,"Stainless Steel began rusting after 9 months, unit died after 22 months","We bought this Microwave at Lowes.  I think I would have a better chance at solving a Rubik's than installing the thing over the stove so we hired our handyman to do it.<br /><br />The microwave performs OK but the stainless steel began rusting in 9 months.  It is now pockmarked with rust and getting uglier every day.<br /><br />I regret this purchase.<br /><br />UPDATE:  Here I am a little more than a year after posting my original 1-star review, and I'm wishing there was zero star option.  One day about 2 hours after dinner the light inside the microwave randomly came on all by itself! The unit was previously off. Upon closer inspection we noticed not only was the light on, but the turntable was also turning. If we open the door, the turntable stops spinning. If we close it, it begins again. And the light remains on.<br /><br />Sometimes when we're done cooking something it will power off normally like its supposed to and we get lulled into a false sense that it fixed itself. But then it will randomly come on again later.<br /><br />It's acting like its possessed.  My guess is that all LG products are pure evil, and should be avoided.",10/6/2013,40.0
1099,1099,US,53045820,R31GX18UO2A06T,B003K5FPRU,392967251,"frigidaire ffmv164l 1.6 cubic foot over-the-range microwave with fits-more capacity, 1,550 watts and,",Major Appliances,1,35,36,N,N,Astounding POS,"Amazing that such a reputable company would put out such a poorly thought out product.<br /><br />Everyone should know by now that the most important part of a microwave oven is the user interface.  Afterall, a microwave oven has one power setting that must be somehow regulated by an on/off switch  - so I am amazed that Frigidaire could mess that up so.<br /><br />For instance:  when it is done cooking - the 3 loud beeps go off VERY SLOWLY.  During which time it is impossible to add time, or even to stop the beeping.  You can open the door, but it still beeps;  you can not push the stop button, because until the beep is done - NOTHING ELSE WORKS -  This thing is robbing my time a few seconds at a time.<br /><br />Who is the Frigidaire executive that pushed this forward with out simple end user testing?<br /><br />Skip it... Underpowered for it's size and frustrating to use.",10/5/2013,48.611111111111114
1117,1117,US,27796835,R1FQ4YLU0T98BG,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,32,32,N,Y,Great Product,The ceiling of my microwave was a disaster. Paint was peeling all over it. This product did the trick. Make sure you sand properly and spray several light coats rather than one thick one.,9/18/2013,100.0
1124,1124,US,24531934,R2AWDW6E2DCRWH,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,28,32,N,Y,It works!,"Had large amount of rust under rotating plate in GE microwave.  Surface prep is important.  I started out with sandpaper and discovered this was going to take too long due to the amount of rust I had.  I ended up using a 1&#34; metal paint scraper to remove all paint/rust down to base metal in the damaged area, this worked very well.  Then sanded smooth.  Wiped surface clean with rubbing alcohol. Masked off area to be painted.  Ensure adequate ventilation when painting.  I applied mutliple coats.  2 months of usage thus far... looks great, holding up great!",9/13/2013,87.5
1137,1137,US,33769586,R284KCRVBWCU44,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,26,28,N,Y,microwave cavity paint,i had where and tear on the bottom of my unit and paint pealing on the top. i brushes it down with a wire brush and put several coats of paint on it as directed. the product worked great. the inside of my microwave looks brand new.,8/31/2013,92.85714285714286
1140,1140,US,51887886,R1DAE12V2E1OO7,B007XZ8FNO,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,1,63,69,N,N,DANGEROUS FIRE HAZZARD!,"We used this brand new microwave for 3 weeks, and last night it caught fire while we were microwaving food.<br /><br />The food was not burnt, or overcooked. In fact it still had a minute more to go, when I noticed flames inside, at the top fan assembly region. We were able to put it out with a damp towel, but the entire top section was melted to reveal the electrical wiring inside.<br /><br />We googled to see if anyone had a similar problem and found the review posted just a week earlier hear on Amazon. This is clearly not some random freak accident, but a recurring problem with this microwave.<br /><br />If you have this microwave, do not leave it unattended while microwaving. If you are considering purchasing it, please please do not do it.",8/25/2013,45.65217391304348
1155,1155,US,38553361,R26OQU6TOR04WZ,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,27,31,N,N,Pretty good so far. . .,"After having read reviews for more expensive upmarket brand microwaves like LG and Panasonic, we went to our local (Canadian) Wal Mart to see what they had.<br /><br />The first thing I noticed about this one is that it is completely stainless steel: front AND back; outside and inside; all around. It looks like a professional food service microwave. To me, the stainless steel interior is easier to clean than a white painted one.<br /><br />We have heard that microwave ovens don't last like they used to (we have one low quality unbranded OTR one in a mobile home at the moment which was new in 1995 & still working as well as it ever did, and another LG 900 watt in an RV from 2004, also a good runner at this writing, July 2013).<br /><br />We didn't want to spend a lot of money if the microwave was only going to last a couple of years. Well, with this Danby, we have a two year replacement warranty. If it dies before its time, we either get a new one or a refund of the money we spent on this one. Fair enough, I thought.<br /><br />There are not a lot of features here and it isn't super powerful. Certainly adequate but our LG 900 watt heats things up a bit faster and has more useful programs like casserole re-heat with 4 levels and programs for either fresh or frozen vegetables with different quantities.<br /><br />The Danby reheat button has only 3 minutes; no other options. For most cooking/reheating you have to punch in the time you guess is about right manually.<br /><br />Considering the price ($100 Canadian plus sales tax) and the two year replacement warranty ($10 from Wal Mart), we are pretty well pleased with this so far. We have never had a countertop microwave as big as this one so we had to get used to all the acreage it takes up. We might have considered an OTR but this condo kitchen has no range hood at the moment.",7/29/2013,43.548387096774185
1161,1161,US,36690845,R26F2MZEGLGZ9B,B005JA0AII,155528792,ge cvm1790ssss cafe 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,1,25,28,N,N,GE Cafe Microwave doesn't last,"I chose this microwave to go along with the GE Cafe range I purchased at the same time. I read multiple poor reviews of this microwave online, but decided to risk it because I wanted the microwave to match the range. Bad choice! After owning the microwave just over a year, the magnetron konked out. Luckily, that particular part was covered under a 5-year warranty, but I still paid nearly $200 for labor. Now, just a couple of years later, the touchpad has expired and will need to be replaced. The service department tells me this repair will be a minimum of $250. (Touchpads start at $150.)<br /><br />I have never had so many problems with an appliance. The refrigerator I bought at the same time has never required service. The washer and dryer I bought nearly ten years earlier have only once required service. Yet this microwave has required two expensive repairs within just a few years of purchase. Before I bought this GE Cafe microwave, I had a cheap, unremarkable countertop model. I don't even remember the brand. But it was still working when I upgraded to the GE Cafe, so even though it was nearly 20 years old I was able to pass it on it to a neighbor whose child was starting college. At this point, I wish I'd kept the old one! I will never buy GE Cafe again.",7/22/2013,44.64285714285715
1169,1169,US,52298843,R2WMKW6SM2XL81,B005JA0AII,155528792,ge cvm1790ssss cafe 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,1,18,19,N,N,Don't waste your money on GE Cafe - poor quality,"We bought GE Cafe appliances for our remodel and have had nothing but problems.  Out of 4 separate kitchen appliances, 3 have had problems within 2 to 3 years of ownership.  The GE Cafe microwave suddenly stopped heating and we had to have a repairman come replace the magnetron and diode.  It worked a few weeks but stopped working again.  Then we found out it costs more to repair than to buy a new one.  We traced a workaround to the problem ourselves and found that the microwave works as long as we turn on the stove exhaust fan.  So now, every time we use our microwave, you need to turn on the exhaust fan.  Nice!  Numerous other reviews have complained about the keypad burning out as well, so if you buy, make sure to buy a long term multi-year warranty.  Our GE failures happened shortly after the 1 year warranty expired, and parts/labor for most repairs adds up to the purchase of a new appliance.",7/6/2013,47.368421052631575
