,Unnamed: 0,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,score
8545,8545,US,35087971,R12X2FWV884EYT,B003LVXSQ8,717616351,ecopiggy rounded natural pacifier (1pk),Baby,5,15,15,N,N,Natursutten versus Ecopiggy,"We bought this pacifier as well as the Natursutten pacifiers. Our son definitely prefers this pacifier and won't even taken the Natursutten. As some other reviewers have noted, the nipple on the Ecopiggy is on the larger side and is larger than the Natursutten. Maybe which pacifier your baby prefers depends on whether he or she is breastfeeding and the size of the mom's nipples. The rubber is very similar between the two brands. Some reviewers complain about the smell of rubber pacifiers, but I didn't find either of them to have strong smells at all.",9/4/2014,50.0
9101,9101,US,18364219,R2BK466K2R9P7B,B00EHKHVKG,925732558,wubbanub infant pacifier - owl,Baby,5,10,11,N,Y,"Great Pacifier, Cute Toy","We love our Wubbies! I originally got the elephant and the giraffe as baby gifts when my son was first born. We have since added the cat, dragon, and owl to our collection and have them stationed around the house and in the diaper bag. My son likes all the animals, but the Owl is by far his favorite. He loves to look at Wubby's eyes and now that he's old enough to hold onto it, he carries it around everywhere. I feel like the Wubbanubs are a good way to start working on hand control and dexterity and my husband loves them because they are easier to catch than just the pacifier when they fall/get tossed. As for cleaning, we give our Wubbies a bath several times a week by putting the pacifier end in boiling water (we call it the Wubby watering hole). I've also washed all our Wubbies multiple times using a garment bag and they do really well (our giraffe popped a seam in the wash, but it was easy to sew back up). To rank all the Wubbanubs we have:<br />1.Owl: Our favorite Wubby. Before he could hold onto it, my son could hug it making it the easiest Wubby to carry around since I didn't have to hold it. The eyes are like magic, my son loves to look at the owl's eyes. Now that he's teething, he also likes to chew Wubby's feet and the edge of the pacifier. It has done great in the wash and will be a great little stuffed toy when we are done with the pacifier.<br />2.Giraffe: This was the first Wubbanub we got and I think it's great for little babies since it's light and thin. My son seems to like the contrasting colors and when he was just learning to grasp things, the giraffe was easiest because it has the two horns a thin neck and a tail to hang onto. It's also very cute and is our second favorite.<br />3. Dragon: The dragon has fun colors (red/blue/orange) and is chunky like the owl so it's easy for little ones to hang onto. The body is thick, but the wings are easy for little hands to grab. Not my son's favorite, but it's pretty cute.<br />4. Cat: Cute colors, and myson likes the kitties feet. It's nothing too exciting, we use it as the back-up most of the time.<br />5. Elephant: Also a chunkier Wubbanub. It hasn't been our favorite, but as my son gets older he's liking it more and more. When we first got it we rarely used it just because it was really big for a tiny baby. At three months old, my son is starting to pay more attention to the elephant's ears and can hang onto its body so we're using it more and more.",8/15/2014,90.9090909090909
9235,9235,US,43919625,R77FXC7HCLNN7,B00BIFAER0,955350284,dr. brown's prevent classic pacifier,Baby,5,22,25,N,N,READ BEFORE BUYING Worth the Money,I would definitely recommend these my son really liked these pacifiers. I don't think most people understand difference between these and something from 99 cent store. The fact is that babies feel comfortable when eating or breast feeding and using a pacifier replicates that warmth and comfort. They cant move on their own or use toys so this provides comfort and entertainment. but the bigger issue is sucking creates pressure that can damage structure of babies mouth causing crocked teeth or cross bites. So these are worth the money and that is why after a certain age you have to stop toddler from pacifier habit when they can use other toys and objects for comfort. This pacifier helps prevent dental damage from pacifier over usage. Also it states 0-6 month so after that find another pacifier size or other toys that they will enjoy. hope this is helpful if so please click the helpful link at the bottom.,8/9/2014,44.0
9263,9263,us,49049840,ruzzxd0j1azfz,b000vvihps,408889411,kid'sleep classic,baby,5,152,154,n,y,"like me, your child wakes you up","so you are wondering if you want to purchase this clock.  after reading the reviews (not worth the price, cheap plastic, difficult to set the time, etc.), i waited another month before i finally realized something.  the people who complained about this clock do not have a child who wakes them up every morning before 5 a.m.  if, like me, your child wakes you up, wondering if it is morning, buy this clock.  no, it is not a cute accessory for your child's pottery barn bedroom.  yes, it is overpriced.  and yes, it can be &#34;difficult&#34; to set (especially if your child keeps unplugging it).  but....if you have not had a good night's sleep in three years, it is worth every penny.  sweet dreams.",8/7/2014,98.7012987012987
9916,9916,US,12196413,R3AKWKLA234T81,B00AHO43BG,667171015,fctry - baby pacifiers,Baby,1,17,19,N,N,LIKELY A CHEAP KNOCKOFF OF THE REAL MUSTACHIFIER BRAND PACIFIER,None available.,7/2/2014,0.4473684210526316
10036,10036,US,30919402,RJP79DSSZ9IWZ,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,Baby,5,152,171,N,Y,pick your animal wisely!,"We actually got two wubbanub's as gifts and ended up purchasing another because they are so great! All wubbanub animals aren't equal. The turtle is great for when your little one is lying/sitting fairly still since it can lay flat on their chest.  We also have an elephant and a giraffe.  We have the elephant in the crib since you can make it 'stand' for when she lies onber side, makeing it the perfect height (upside down worked best when very small). The giraffe as you would imagine has a long skinny neck so it flops around more. Great for when they can wrap their arms or hands around it to hold it in, but bad when they move their head alot as it tends to get flung or stuck under their head.",6/24/2014,88.8888888888889
10450,10450,us,51114104,r1azylwx1mjp5p,b003vnklie,930265456,regalo extra tall 2 in 1 walk through safety gate,baby,2,12,15,n,y,i would pass on this,"i would pass on this gate. there are vastly better gates out there many of which cost less. this one for example i would highly recomend<br />http://www.amazon.com/gp/product/b006umub92/ref=oh_details_o07_s00_i00?ie=utf8&psc=1<br /><br />i bought this gate for the top of the stairs because the specs and reviews seemed to indicate it would work well for that. initially i was impressed with how it attached to the stairs as i will state in the pros<br /><br />pros<br />- the way it attaches to the stairs is actually among the best i have seen of any gate. most of my friends have to jury rig their gates with 2x4’s to get them to work on steps. this gate attaches to the banisters very easily and snugly.<br /><br />cons – there are a lot<br />- i am unable to open this gate with one hand. i am 6’4” it is not because i am weak. you have to both unlatch the gate and lift it, but you cannot put enough force on the gate at the latch. you have to lift closer to the hinge.<br />- the instructions are hard to read and not very clear<br />- the screws it comes with are not nearly long enough, plan on needing your own.<br />- the way the gate latches does not work very well. you have to lift the gate up an inch, carefully position it over a hole, and then lower it in the hole. this seems easy, but it is not. it has a top and bottom hole to latch too and it is very difficult to get it to latch into both at the same time. other gates also are able to catch the gate when it is near the latch making latching them very easily. this gate does not have that.<br />- this one is very annoying. the gate extends to fit various size openings, but there is no way to lock it to a specific length. so basically every time you open the gate you end up changing the gate length and have to resize it again.<br /><br />in the end i had to duct tape the gate to keep it at one length, i broke off part of the latch to i could latch it with one hand, and i broke off the bottom latch. the gate is still strong and my daughter will not be able to open it, but it should just work.<br />this is also my 5th or 6th gate install so i know what i am doing.<br /><br />i only give this two stars because the banister attachments are quite good, just everything else is bad.",4/24/2014,80.0
10600,10600,US,29112754,R3F3OB2C9E1JLZ,B000ROME3U,772280665,"gerber nuk newborn orthodontic pacifier latex size1, colors vary",Baby,5,24,28,N,Y,Get Past the Color Thing,"I'm a new mom and I bought these because I heard that they are great for breastfeeding babies (avoiding nipple confusion, promoting good latching with the shape).  They've been wonderful! Can't beat the price, arrived well packaged, no &#34;funny plastic&#34; smell.  Loop is big enough that you can easily pick up one-handed (thank God) but not too big where it constantly hits things.  My 5 week old loves playing with the loop, working on her coordination.<br /><br />***No breastfeeding problems, baby loves them, mommy loves them.  5 stars for me!<br /><br />I don't know why everyone is so concerned with the colors.  It says colors may vary, pink and purple are colors too! I get that it's a gender-normative thing, but seriously who cares if your boy sucks a pink pacifier if he loves it, it costs less than $2 and doesn't cause breastfeeding issues? A good product is a good product.",4/12/2014,85.71428571428571
10602,10602,US,34736247,R27WWSLUIUNMIF,B00BRHSD5Y,129348876,"summer infant pacifier thermometer, teal/white",Baby,4,11,13,N,Y,handy.,"Very useful. I was unable to properly use it when my baby was a new born because the nipple was heavy, now that he is 3 months it works perfectly.",4/12/2014,84.61538461538461
10707,10707,us,48836233,ruw2a2yx0uhmr,b0046n26yu,337291619,"snorepin anti snoring aid sleep device, silicone",baby,5,51,54,n,n,best baby activity center,"simply, the review title says it all - best baby activity center, ever!<br /><br />i looked at pretty much every activity center, jumperoo, exersaucer, etc  everywhere, all over the internet. i decided to go with this one and i am soo glad i did.<br /><br />this center has a major advantage over all others - the walk along feature. baby can walk back and forth across the piano in the seat. i really debated between this and something that could bounce because i just thought baby would prefer to bounce, but i definitely made the right decision.<br /><br />baby boy is 6 months old and on the shorter side. he fits this just fine and actually learned to walk back and forth in it very quickly - by the 2nd time in it, he was a pro! i have to believe this will help with his development with walking in general.<br /><br />it is so much better than a stationary exersaucer or bouncer where they just sit in one spot, bounce and spin around.<br /><br />baby boy was always hard to keep entertained. he got bored so easily. constantly had to change postions, activities, areas of the house for new scenery etc. that has changed since buying this step'n play. he is content in it for so long and has so much to do in it. he also has the &#34;freedom&#34; to move and walk along. he can turn easily to each side, playing music with the light up keys or admiring himself in the mirror on the other side, for long periods of time.<br /><br />the added ability to walk along in this is a great feature, it may seem like its just a few steps in either direction, but that is plenty enough, trust me. when he is done playing in here, he is tuckered out and ready for a nap. usually when he is done with an activity he is just bored and ready to move on to something else.<br /><br />he quickly learned that his feet were making noise on the piano on the base and that encourages him to &#34;dance&#34; wildly :)  they really get a lot of exercise in this thing.<br /><br />each colored piano key on the base plays a different note. each light up piano key on the tray area also plays a different note.<br /><br />the round green light up button will play a tune or tune with singing a song, depending which setting you have it on. you can set it to just play notes and melodies, or it can also sing different songs for each piano key.<br /><br />the yellow round light up button spins and plays drum sounds. the only improvement i can think of for this center is to actually have an area to drum on, instead of just the yellow spinning button. its ok though because baby quickly learned that he can bang on the tray with the maraca or tambourine toys that are attached.<br /><br />on each side of the seat there are spin/noisy toys.<br /><br />the seat spins so easily, so it is easy for baby to switch between each side of activities.<br /><br />the non musical side is fun as well. it is also so fun to watch baby admire himself in the mirror, checking himself out.<br /><br />the saxophone doesn't make any noise. the bell has a very slight jingle to it as you push it back and forth.<br /><br />this center has 2 volume levels and the batteries seem to actually last quite long, surprisingly, and i buy the cheap batteries from the dollar tree. it is easy to put together - took me about 10 minutes. you attach the green legs to top and bottom, put the cover in the seat, place the seat on the track (it locks in place securely) and then snap in the maraca, tambourine and mirror, put the batteries in and you are ready to go!<br /><br />there is a small removable snack tray, but we don't use that because baby does not get snacks while playing in here - i don't want food slobbers all over it lol. the seat cover can be removed and washed in the washing machine though.<br /><br />once your little one is walking on their own, you can remove the seat and they can stand and play and walk through.<br /><br />this is hands down one of the best baby products i have come across. i love it, the baby loves it and it is definitely worth the price!s it and it is definitely worth the price!",3/27/2014,94.44444444444444
10878,10878,us,47990904,r3moczkawa67vv,b008xs1xw0,511448375,roan rocco classic pram stroller 2-in-1 with bassinet and seat unit - multiple colors,baby,5,27,28,n,y,very satisfied,"we bought roan rocco in 2012. always had wanted a pram for our baby so she could stretch and be really comfortable. my husband and i spent many hours &#34;test driving&#34; different carriages sold by baby stores. unfortunately, here in the us, as strange as it sounds, the choices are very limited. the stores either sell carseat-type carriages or trendy european carriages that are also built for the convenience of the parents and do not seem to have enough room for the baby.<br />roan rocco pram had everything we'd been looking for, and a very reasonable price. i was somewhat skeptical about buying online though. to my pleasant surprise, the pram arrived the same week we ordered it. it looked awesome, much better than it did in the picture. the bassinets (both of'em) were huge and the built quality was top notch. we now have the 2nd bassinet on and it's just as roomy as the first one. really really happy with our stroller. we've had it for over a year now and it gets complemented almost every day. it's extremely comfortable for the baby, safe, great looking and unique. what's not to like?!!<br />a special note about the dasalika. two weeks ago i needed an extra part for the stroller. i located my amazon order from 2012 and sent a message to the seller. oleg called me in three hours after i hit the &#34;send&#34; button!!!! a week after, the extra part arrived. superb product + superb service = very happy customers!!!!",3/13/2014,96.42857142857143
11009,11009,us,31814183,r28futhmqjfv7s,b006g94d0c,944925241,"sealy soybean serenity foam-core infant/toddler crib mattress - hypoallergenic soy foam, extra firm, plastic-free cover with organic fibers, waterproof, allergy barrier, 52x28",baby,5,18,21,n,y,firm and comfortable,we just transferred our 4 month old out of our room and into the crib.  the baby is comfortable and sleeps many hours through the night.  this mattress fit in our ikea crib perfectly.,2/26/2014,85.71428571428571
11102,11102,us,37862137,r1yf7rj1b5f7be,b000fojes0,165381582,"colgate contour changing pad with waterproof white quilted cover, 33 x 16 x 4",baby,2,14,15,n,y,didn't last through one child.,"had this lasted through even one child, i would have given it five stars.  it is nicely padded and i like the contour of the pad.  the problem is that my son wasn't even 16 months old before it started to tear in the center of the pad.  having the pad ripped, especially right in the area where the diaper is put on is not sanitary...now i need to buy another one.  if this was a $10 pad, that would be ok but for the price, it should last through at least one child.  i won't buy this brand again.",2/26/2014,93.33333333333331
11258,11258,US,15405724,RJ26KNUXOH68E,B008WHQE08,905342430,pullypalz - the interactive pacifier toy,Baby,4,11,13,N,Y,Fun product for babies!,"My 5 month old daughter likes to play with this.  I'd definitely buy it again, and will perhaps for a gift.  One suggestion:  it seems the pullies are just a tad short or tight.  For a young baby they aren't strong enough to hold the paci in their mouths, so it gets pulled out while driving, etc.<br /><br />But all in all, this is a great baby product.  She really uses the pullies and it does indeed exercise hand-eye, and cause-effect reactions.",2/14/2014,84.61538461538461
11282,11282,us,9375575,r3nnsrsvv580ru,b00bjrbncm,769719916,"cosco slim fold high chair, casey",baby,3,13,13,n,y,good but awkward,i love this high chair. my only concern is that the back is angled back which i find awkward. my daughter is always reclined back or she just holds herself straight up.,2/12/2014,100.0
11575,11575,US,43461924,R3A8LP6TL6L6YW,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,Baby,5,24,31,N,N,Love the giraffe,"Of my four children this is my first that will actually take a pacifier. She loves the Soothie kind so I got this to help her keep it in her mouth. We've had it since she was a couple of weeks old, she is 2 months old now. It is great. It helps her keep it in her mouth and if it pops out she is able to maneuver the giraffe on her own to get it back into her mouth! She loves holding onto the giraffe too. We also got the cat one but it doesn't seem to work as well, I think because it is shorter. I am going to order another giraffe to have as a backup. Also, we had thrush and I needed to boil it. I used clothespins to clip it to the side of the pan so just the pacifier was in the water. It worked fine, just had to watch to make sure it didn't fall and start a fire. Under normal circumstances you don't need to boil pacifiers anyways so it's not an issue. Generally I just throw it into a laundry bag in the washer a couple of times a week.",1/22/2014,38.70967741935485
11602,11602,US,19523728,R3MFB54Y2QS6XL,B00AHO6SH8,667171015,fctry - baby pacifiers,Baby,5,36,38,N,Y,Cute little cowboy,"So, my grandson was complaining how nobody took him seriously, blah blah blah. I'm all like, &#34;Kid, yer 4 months old! Chill!&#34; And he's like, &#34;If I only had facial hair, people would listen to me!&#34;<br />So I got him this here thing.<br />Well, he was right. The Henryville Library now has a Jaxson Section. He spoke last night at the annual meeting of the Henryville Historical Society, and is considering running for mayor in 2016.<br />I highly recommend a mustache pacifier for every young boy.",1/20/2014,94.73684210526315
11680,11680,us,14347873,r2t3zgnxf0tv2s,b00b3g8ugq,779187553,cta digital 2-in-1 ipotty with activity seat for ipad,baby,5,30,33,n,n,when will you have the new model with the feeding tube?,i can't wait to see the new model to include the feeding tube and buckle strap. i won't ever have to interact with my child ever again.,1/14/2014,90.9090909090909
11763,11763,us,18557403,r1pyydismlj7ep,b00b3waaze,704994250,gund sesame street elmo stuffed giggle ball,baby,2,24,27,n,y,can't turn off,the ball is very cute and soft. i don't like that there isn't any way to turn it off and you can't replace the battery.,1/12/2014,88.8888888888889
11770,11770,us,36657140,rco1xqhu968kr,b008kg5r6i,404815841,"mybaby soundspa lullaby sound machine and projector, myb-s300",baby,1,33,36,n,n,"poor quality, not worth it","it's a great product while it works, which is about a few months at best. like all the other negative reviews, we exchanged this item every few months because the projector stopped working properly. there's clearly a problem in the parts/design.",1/12/2014,91.66666666666669
11781,11781,us,25545882,re6ns3k55j3dt,b00e18xdt2,100224699,evenflo rightfit booster car seat - yoshi,baby,2,21,22,n,n,has pros and cons,"at first we loved this seat, despite the fact that it is very lightweight compared to our graco nautilus and britax seats. in other words, it feels a bit flimsy and has a tendency to slide all over the place. pros: price is reasonable, very cute design, fabric is durable, my son loves the lights. cons: there are a couple of serious design flaws: 1) the shoulder belt has to pass through an opening in the seat in order for it to be properly positioned and it slips out of that notch almost every time my son uses the seat. then i have to reposition it again because it's too complicated for a 6-year-old to do. this is very annoying, so much so that we are considering selling this seat and getting a different one. 2) the position of the light located under the shoulder strap notch causes the light to be bumped, accidentally turning the light on with almost every use of the seat, running the light's battery down needlessly. so there are both pros and cons but if i had it to do over again, i would choose a more substantial seat with a more reliable belt-positioning system.",1/12/2014,95.45454545454544
11807,11807,US,36517980,R1GC9YIKP4M9WT,B002909AK0,707645997,"nuby 2 pack ortho softflex pacifier, colors may vary",Baby,5,12,12,N,Y,Love these pacifiers!!,"We used Nuk orthodontic solid piece silicone pacifiers until he outgrew them around 5-6 months. I loved that they were one piece (easier to clean), silicone, and orthodontic. I went on a pacifier hunt for several months until I finally found these! These are the almost-perfect replacements. All other pacifiers in our house have been tossed.<br /><br />Here's what we like:<br /> - The nipple has an orthodontic shape that my son doesn't spit out (which to me means it's a good fit). It also has a bit of give so the nipple can be sucked in a little harder if wanted; occasionally my son will play with that feature. I assume it simulates the flex of mom's nipple. Also, the narrow part of the nipple (between the lips/gums) is slightly textured. This also helps the pacifier stay in baby's mouth.<br /> - Although these pacifiers are not one solid piece, the silicone part is very wide and covers the whole mouth area. If you've ever used a pacifier where the mouthpiece connects directly to the plastic shield, you've likely seen just how nasty they can get at the connecting area- where you can't clean it!<br /> - The solid vertical 'bar' on the shield is great. It doesn't stick out so far that it gets knocked out, yet it's easy for my son to grab it to pull it out and put it back in. You can also use a pacifier holder there (like the BooginHead PaciGrip).<br /> - The mouth shield has just enough dip under the nose and curve to the cheeks to fit nicely without digging in anywhere. My son has big cheeks and some pacifiers dig in on the sides; this one doesn't.<br /><br />Ultimately any pacifier that stays in and can be thoroughly cleaned is a huge WIN! in my book. My son is 12 months and the 6+ months size is still great for him. It probably would've been a little too big right at the 6 month mark but babies grow fast.<br /><br />The negative reviews here are due to the colors may vary lack of color choice- not due to the pacifier itself. Yes I wish amazon let us choose- but sometimes you just don't have that option, and you as a consumer take a chance that you may not love the colors. Deal with it!! We've bought 5 packs over a couple of months and received: 3 red/blue, 1 green/teal, and 1 pink/purple. I'll likely save the pink/purple for a gift- or in case or pacifier emergency!",1/11/2014,100.0
11838,11838,US,11349817,R3S09GDDZSK71J,B001FGL9X0,812583172,wubbanub brown puppy pacifier,Baby,5,19,21,N,Y,Great pacifier + lovie,"I've listed WubbaNub pacifiers as must haves for many of my friends who are having babies. Let me tell you why...<br /><br />1) They don't roll when they are dropped (or thrown)<br />2) They are a much more recognizable and grab-able when you are digging in a diaper bag or retrieving it from where it was thrown in your car<br />3) They have the same pacifier as what we were given in the hospital<br />4) They come in a variety of animals so you can get one that matches your baby's personality<br />5) They last a long time<br />6) They are easier to find in the dark than a pacifier alone<br />7) Your baby will be able to hold this and put it in his/her own mouth much sooner than a pacifier alone<br />8) Your baby will enjoy being soothed by the pacifier, but also enjoy carrying it around like a lovie<br />9) They are easy to wash - either by hand with soap and water, or throw them in with your laundry<br />10) They are very affordable considering how long they last and the preference your baby will show towards it<br /><br />Babies are funny - they seem to have a preference for one pacifier over another. We tried offering several brands of pacifiers to the boys as we were given some as shower gifts. My boys (twins) refused them, and were only soothed by their Soothie pacifiers. However, every time we went out, if a pacifier was dropped, it was a scramble to locate it. One of ours ended up rolling under all of the pews at church and landed in front of the alter. That was embarrassing!<br /><br />We own the frog, turtle, brown puppy, and monkey. I initially purchased the frog and turtle around when my twins were 4 months and it hasn't been until recently that they've shown much wear. I think since my guys are teething now, they tend to chew and pull their pacifiers while biting them, causing the material the Soothie pacifiers are made of to tear. I always make sure to check the pacifiers for tears before giving them to my boys because I wouldn't want any part of the pacifier to break off and be swallowed.<br /><br />I have had to replace the pacifier on both the frog and the turtle recently (so about 12 months after purchase) but it was easy to do. I simply used my seam ripper to snip the threads holding the pacifier in the animals' mouths and hand sewed a new pacifier in. I do have sewing experience so this was easy for me to do. I used cotton wrapped poly thread for strength and durability and a very sharp needle. The Soothie pacifier was not difficult to sew through at all - I didn't even need a thimble.<br /><br />When you think about the fact that this is the pacifier your child will want over other pacifiers, that it will be a soothing thing to suck on AND be a soft thing to cuddle with, and that the life of this pacifier will probably be about 12 months, suddenly spending 12-20 on it doesn't seem so bad. Especially if you or a friends can sew a new pacifier into the mouth if ever needed.<br /><br />The only cons about this product is that I worry about germs getting trapped in the material. We inspect ours daily for grime and goo (and tears) and we wash them regularly. Also, as mentioned, we got to the point where the pacifiers were showing wear and tear and one of the pacifiers started ripping at the nipple. I am so glad I caught that before my child swallowed it on accident. This could happen with any pacifier though! Just make sure to wash regularly and always inspect the pacifier before giving it to your child.ifier to break off and be swallowed.<br /><br />I have had to replace the pacifier on both the frog and the turtle recently (so about 12 months after purchase) but it was easy to do. I simply used my seam ripper to snip the threads holding the pacifier in the animals' mouths and hand sewed a new pacifier in. I do have sewing experience so this was easy for me to do. I used cotton wrapped poly thread for strength and durability and a very sharp needle. The Soothie pacifier was not difficult to sew through at all - I didn't even need a thimble.<br /><br />When you think about the fact that this is the pacifier your child will want over other pacifiers, that it will be a soothing thing to suck on AND be a soft thing to cuddle with, and that the life of this pacifier will probably be about 12 months, suddenly spending 12-20 on it doesn't seem so bad. Especially if you or a friends can sew a new pacifier into the mouth if ever needed.<br /><br />The only cons about this product is that I worry about germs getting trapped in the material. We inspect ours daily for grime and goo (and tears) and we wash them regularly. Also, as mentioned, we got to the point where the pacifiers were showing wear and tear and one of the pacifiers started ripping at the nipple. I am so glad I caught that before my child swallowed it on accident. This could happen with any pacifier though! Just make sure to wash regularly and always inspect the pacifier before giving it to your child.",1/7/2014,90.4761904761905
11840,11840,US,11349817,R2DLU0JZLED7MZ,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,5,13,15,N,Y,Great pacifier + lovie,"I've listed WubbaNub pacifiers as must haves for many of my friends who are having babies. Let me tell you why...<br /><br />1) They don't roll when they are dropped (or thrown)<br />2) They are a much more recognizable and grab-able when you are digging in a diaper bag or retrieving it from where it was thrown in your car<br />3) They have the same pacifier as what we were given in the hospital<br />4) They come in a variety of animals so you can get one that matches your baby's personality<br />5) They last a long time<br />6) They are easier to find in the dark than a pacifier alone<br />7) Your baby will be able to hold this and put it in his/her own mouth much sooner than a pacifier alone<br />8) Your baby will enjoy being soothed by the pacifier, but also enjoy carrying it around like a lovie<br />9) They are easy to wash - either by hand with soap and water, or throw them in with your laundry<br />10) They are very affordable considering how long they last and the preference your baby will show towards it<br /><br />Babies are funny - they seem to have a preference for one pacifier over another. We tried offering several brands of pacifiers to the boys as we were given some as shower gifts. My boys (twins) refused them, and were only soothed by their Soothie pacifiers. However, every time we went out, if a pacifier was dropped, it was a scramble to locate it. One of ours ended up rolling under all of the pews at church and landed in front of the alter. That was embarrassing!<br /><br />We own the frog, turtle, brown puppy, and monkey. I initially purchased the frog and turtle around when my twins were 4 months and it hasn't been until recently that they've shown much wear. I think since my guys are teething now, they tend to chew and pull their pacifiers while biting them, causing the material the Soothie pacifiers are made of to tear. I always make sure to check the pacifiers for tears before giving them to my boys because I wouldn't want any part of the pacifier to break off and be swallowed.<br /><br />I have had to replace the pacifier on both the frog and the turtle recently (so about 12 months after purchase) but it was easy to do. I simply used my seam ripper to snip the threads holding the pacifier in the animals' mouths and hand sewed a new pacifier in. I do have sewing experience so this was easy for me to do. I used cotton wrapped poly thread for strength and durability and a very sharp needle. The Soothie pacifier was not difficult to sew through at all - I didn't even need a thimble.<br /><br />When you think about the fact that this is the pacifier your child will want over other pacifiers, that it will be a soothing thing to suck on AND be a soft thing to cuddle with, and that the life of this pacifier will probably be about 12 months, suddenly spending 12-20 on it doesn't seem so bad. Especially if you or a friends can sew a new pacifier into the mouth if ever needed.<br /><br />The only cons about this product is that I worry about germs getting trapped in the material. We inspect ours daily for grime and goo (and tears) and we wash them regularly. Also, as mentioned, we got to the point where the pacifiers were showing wear and tear and one of the pacifiers started ripping at the nipple. I am so glad I caught that before my child swallowed it on accident. This could happen with any pacifier though! Just make sure to wash regularly and always inspect the pacifier before giving it to your child.ifier to break off and be swallowed.<br /><br />I have had to replace the pacifier on both the frog and the turtle recently (so about 12 months after purchase) but it was easy to do. I simply used my seam ripper to snip the threads holding the pacifier in the animals' mouths and hand sewed a new pacifier in. I do have sewing experience so this was easy for me to do. I used cotton wrapped poly thread for strength and durability and a very sharp needle. The Soothie pacifier was not difficult to sew through at all - I didn't even need a thimble.<br /><br />When you think about the fact that this is the pacifier your child will want over other pacifiers, that it will be a soothing thing to suck on AND be a soft thing to cuddle with, and that the life of this pacifier will probably be about 12 months, suddenly spending 12-20 on it doesn't seem so bad. Especially if you or a friends can sew a new pacifier into the mouth if ever needed.<br /><br />The only cons about this product is that I worry about germs getting trapped in the material. We inspect ours daily for grime and goo (and tears) and we wash them regularly. Also, as mentioned, we got to the point where the pacifiers were showing wear and tear and one of the pacifiers started ripping at the nipple. I am so glad I caught that before my child swallowed it on accident. This could happen with any pacifier though! Just make sure to wash regularly and always inspect the pacifier before giving it to your child.",1/7/2014,86.66666666666669
11951,11951,US,14901093,R1MDE6GTJW3IP4,B000VG4608,179903806,3ct diamond pacifier (278 pave set diamonds),Baby,5,29,29,N,N,Perfect!,"It goes wonderfully with my leaded crystal placenta serving bowl.  However, little Ainslee Quinoa prefers platinum to white gold.  I do hope in the future they will consider upgrading their material.  But I suppose for only 17K you get what you pay for.",12/24/2013,50.0
11964,11964,US,26157641,R3963DRKOR8H92,B000VG4608,179903806,3ct diamond pacifier (278 pave set diamonds),Baby,4,15,19,N,N,"Nice for the money, but be warned...","My firstborn LOVED this pacifier! He loved it so much, that when I finally decided to wean him off it and take it away at the age of 17, he cried for three days nonstop. I had to cut the tip off and say binky boken to get him to realize it was over and done with. Though I solved that problem, my wife was none too pleased with my actions. What's the big deal?",12/22/2013,39.473684210526315
11968,11968,US,26020577,R2K4SBWTM7IFSW,B000VG4608,179903806,3ct diamond pacifier (278 pave set diamonds),Baby,4,28,42,N,N,Only my first born..,I am SO glad I had three kids! I had to sell my first born to provide this for my third. My second child went blind when the sun caught the diamond at a strange angle but we are Adjusting well. The baby never cries anymore! Sure his head is buried on his chest due to the weight if the object and when he falls asleep with it in his mouth (on his back-clearly!) it is so weighed down into his mouth it NEVER falls out! He can't even flip over in his sleep thanks to the paci! We have been using this since day one and tomorrow he turns five. Thankful we bought this!,12/22/2013,33.333333333333336
12001,12001,us,8272522,rpkyf8wvd32q,b000lxqva4,535123469,fisher-price rainforest jumperoo,baby,1,13,22,n,n,how on earth does this have so many good reviews?!,"this is a very expensive disappointment. i'm a bit shocked reading other reviews also, is my 4/5 month old the only one that is super board and not finding this toy amusing whatsoever? the first time i plopped her in she was around 3 months, the good thing is it has a high back so it supported her nicely. the sad thing is, the toys are all kind of unreachable (she can barely touch the floor in this, however i did give her a little boost with a book to see if it would help) but the toys just plain stink. the elephant doesn't even face her, and to turn it requires more force than she has (it's hard for me). the music is annoying and there is basically 1 tune it plays. there is a little tiger that is supposed to &#34;pop&#34; up when you push the button, well he barely moves out...slightly does the tip of his head raise up. i want to know who designed this and if they still have a job, it's pathetic and obviously designed by someone who doesn't have a child. the only thing my baby liked was to look at the lion and she laughed a couple times but was over it pretty fast. there are a few wheel type things to spin, one just has colors on it, and the baby can't reach and she doesn't even care to look at it when i spin it. the butterfly attachment is shown in the picture standing straight up and it is not like that at all- it's this limp thing that unless she's holding it just lays on the bottom. blah, waste of money, i try to get her to sit in it, but she just slumps there looking miserable and i take her out after maybe 10 minutes. i hardly believe this many people rated it so highly...makes me wonder how true these reviews are.",12/19/2013,59.09090909090909
